dateTime,pm10_grimm,pm2_5_grimm,pm1_grimm,inhalable_grimm,thoracic_grimm,alveolic_grimm,NH3_loRa,CO_loRa,NO2_loRa,C3H8_loRa,C4H10_loRa,CH4_loRa,H2_loRa,C2H5OH_loRa,P1_lpo_loRa,P1_ratio_loRa,P1_conc_loRa,P2_lpo_loRa,P2_ratio_loRa,P2_conc_loRa,Temperature_loRa,Pressure_loRa,Humidity_loRa,pm1Palas,pm2_5Palas,pm4Palas,pm10Palas,pmTotalPalas,dCnPalas,temperaturePalas,humidityPalas,pressurehPalas
04/08/2019 03:22:30 +0000,8.06,7.48,6.06,8.06,8.06,7.74,0.02,0,4.92,1.02,1048.35,667.71,969.46,0.87,2556,0.02,9.48,151843,1.01,524.26,20.53,98866,67,7.5,9.21,11.39,13.51666667,15.25666667,191.83,28.30333333,43.425,987.79
04/08/2019 03:23:00 +0000,7.84,7.04,6.06,7.84,7.82,7.32,0.02,0,4.9,1.01,1035.33,660.66,951.44,0.86,0,0,0.62,67639,0.45,234.43,20.38,98866,68,7.493333333,9.21,11.38666667,13.50666667,15.24666667,191.7866667,28.28666667,43.31666667,987.85
04/08/2019 03:23:30 +0000,8.98,7.58,6.08,8.98,8.96,8.22,0.02,0,4.9,1.01,1035.33,660.66,951.44,0.86,86608,0.58,299.81,332245,2.21,1145.71,20.31,98869,68,7.49,9.206666667,11.38,13.49333333,15.22666667,191.7366667,28.25,43.30166667,987.81
04/08/2019 03:24:00 +0000,8.9,7.6,5.96,8.9,8.74,7.8,0.02,0,4.9,1.01,1035.33,660.66,951.44,0.86,0,0,0.62,30289,0.2,105.48,20.27,98868,68,7.49,9.2,11.37,13.48,15.20666667,191.7033333,28.215,43.48333333,987.81
04/08/2019 03:24:30 +0000,9.72,7.72,6.14,9.72,9.66,8.4,0.02,0,4.9,1,1022.53,653.72,951.44,0.86,153937,1.03,531.46,285021,1.9,982.52,20.2,98868,68,7.49,9.2,11.36,13.46666667,15.19333333,191.6766667,28.205,43.38166667,987.81
04/08/2019 03:25:00 +0000,7.78,7.16,6.12,7.78,7.78,7.34,0.02,0,4.9,1,1022.53,653.72,951.44,0.86,0,0,0.62,349495,2.33,1205.49,20.1,98871,69,7.49,9.193333333,11.36,13.45666667,15.18,191.6533333,28.2,43.34666667,987.83
04/08/2019 03:25:30 +0000,7.54,6.94,6.14,7.54,7.54,7.24,0.03,0,4.88,0.99,997.6,640.16,933.82,0.86,0,0,0.62,24115,0.16,84.13,19.92,98870,69,7.49,9.19,11.36,13.45666667,15.17666667,191.6133333,28.2,43.32833333,987.81
04/08/2019 03:26:00 +0000,8.7,7.72,6.34,8.7,8.68,8.12,0.03,0,4.88,0.99,997.6,640.16,933.82,0.86,178599,1.19,616.23,305667,2.04,1053.79,19.83,98868,70,7.48,9.19,11.36,13.45,15.16666667,191.5633333,28.2,43.17166667,987.79
04/08/2019 03:26:30 +0000,8.76,7.8,6.26,8.76,8.74,8.22,0.03,0,4.88,0.99,997.6,640.16,933.82,0.86,0,0,0.62,77055,0.51,266.89,19.69,98867,71,7.48,9.186666667,11.35,13.43666667,15.15,191.5033333,28.2,43.22666667,987.81
04/08/2019 03:27:00 +0000,9.68,7.66,6.46,9.68,9.64,8.34,0.03,0,4.88,0.99,997.6,640.16,933.82,0.86,0,0,0.62,16822,0.11,58.89,19.66,98867,71,7.48,9.18,11.34,13.42333333,15.13333333,191.4733333,28.2,43.31666667,987.81
04/08/2019 03:27:30 +0000,9.32,7.36,6.4,10.32,9.16,7.58,0.03,0,4.85,0.98,985.45,633.54,916.61,0.85,0,0,0.62,0,0,0.62,19.54,98866,71,7.48,9.18,11.34,13.41333333,15.12,191.4433333,28.2,43.31166667,987.77
04/08/2019 03:28:00 +0000,7.98,7.12,6.38,7.98,7.96,7.5,0.03,0,4.88,0.98,985.45,633.54,933.82,0.86,112456,0.75,388.8,299310,2,1031.84,19.53,98869,71,7.48,9.18,11.33666667,13.40666667,15.10666667,191.4266667,28.2,43.25,987.75
04/08/2019 03:28:30 +0000,10.38,7.24,6.38,10.38,10.12,8.02,0.03,0,4.88,0.98,985.45,633.54,933.82,0.86,0,0,0.62,130212,0.87,449.88,19.48,98866,72,7.48,9.18,11.33,13.4,15.09666667,191.41,28.2,43.29666667,987.77
04/08/2019 03:29:00 +0000,9,7.74,6.42,13.32,10.3,8.2,0.03,0,4.85,0.98,985.45,633.54,916.61,0.85,268165,1.79,924.4,679473,4.53,2380.4,19.43,98866,72,7.48,9.173333333,11.32666667,13.38666667,15.07666667,191.38,28.195,43.36666667,987.89
04/08/2019 03:29:30 +0000,7.8,7.12,6.36,7.8,7.8,7.44,0.03,0,4.85,0.97,973.51,627.01,916.61,0.85,0,0,0.62,0,0,0.62,19.33,98868,72,7.48,9.17,11.31666667,13.37333333,15.06333333,191.35,28.19333333,43.4,987.79
04/08/2019 03:30:00 +0000,8.16,7.66,6.5,8.16,8.16,7.88,0.03,0,4.85,0.97,973.51,627.01,916.61,0.85,0,0,0.62,119459,0.8,412.89,19.22,98868,73,7.48,9.17,11.32,13.37,15.05666667,191.3333333,28.18833333,43.39833333,987.81
04/08/2019 03:30:30 +0000,9.06,7.84,6.4,9.06,9.02,8.32,0.04,0,4.83,0.96,961.76,620.58,899.78,0.85,0,0,0.62,79050,0.53,273.77,19.16,98867,73,7.476666667,9.17,11.31666667,13.36,15.04333333,191.3066667,28.17666667,43.405,987.77
04/08/2019 03:31:00 +0000,8,7.1,6.44,8,7.98,7.36,0.04,0,4.83,0.95,950.22,614.25,899.78,0.85,0,0,0.62,322161,2.15,1110.81,19.08,98858,73,7.47,9.17,11.31333333,13.40333333,15.11666667,191.2733333,28.17666667,43.40333333,987.77
04/08/2019 03:32:00 +0000,7.72,7.26,6.42,7.72,7.72,7.48,0.04,0,4.83,0.95,938.87,608.02,899.78,0.85,0,0,0.62,92884,0.62,321.42,18.92,98858,74,7.47,9.16,11.3,13.38333333,15.08666667,191.21,28.125,43.50833333,987.65
04/08/2019 03:33:00 +0000,7.92,7.08,6.36,7.92,7.9,7.38,0.04,0,4.8,0.95,938.87,608.02,883.34,0.84,0,0,0.62,103293,0.69,357.26,18.83,98853,74,7.47,9.16,11.29666667,13.36666667,15.06333333,191.1466667,28.095,43.59666667,987.67
04/08/2019 03:33:30 +0000,7.66,7.46,6.32,7.66,7.66,7.54,0.04,0,4.83,0.95,938.87,608.02,899.78,0.85,0,0,0.62,7118,0.05,25.29,18.74,98858,75,7.47,9.16,11.29,13.35666667,15.05,191.1233333,28.09666667,43.56,987.73
04/08/2019 03:34:00 +0000,9.86,7.56,6.3,14.18,11,8.08,0.04,0,4.83,0.95,938.87,608.02,899.78,0.85,0,0,0.62,164377,1.1,567.34,18.69,98860,75,7.47,9.16,11.29,13.39666667,15.11666667,191.11,28.09333333,43.575,987.71
04/08/2019 03:34:30 +0000,8.2,7.46,6.22,8.2,8.2,7.76,0.04,0,4.83,0.95,950.22,614.25,916.61,0.85,0,0,0.62,117627,0.78,406.59,18.73,98858,75,7.47,9.16,11.28,13.38333333,15.1,191.09,28.12,43.50666667,987.79
04/08/2019 03:35:00 +0000,8.5,6.76,6.22,8.5,8.4,7.2,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,0,0,0.62,2398,0.02,8.93,18.77,98859,75,7.47,9.153333333,11.28,13.37333333,15.08666667,191.07,28.105,43.595,987.77
04/08/2019 03:35:30 +0000,7.44,6.96,6.06,7.44,7.4,7.18,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,138235,0.92,477.47,428075,2.85,1479.23,18.78,98863,75,7.46,9.15,11.27666667,13.37333333,15.08666667,191.0233333,28.095,43.77166667,987.83
04/08/2019 03:36:00 +0000,8.2,6.98,6.26,8.2,8.14,7.32,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,8990,0.06,31.77,247173,1.65,852.09,18.83,98868,75,7.46,9.15,11.27,13.36,15.06666667,190.97,28.08333333,43.92,987.85
04/08/2019 03:36:30 +0000,8.92,7.88,6.32,8.92,8.92,8.34,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,0,0,0.62,84426,0.56,292.29,18.92,98864,74,7.46,9.143333333,11.26,13.34666667,15.05333333,190.9266667,28.06333333,43.93333333,987.87
04/08/2019 03:37:00 +0000,8.18,7.38,6.16,8.18,8.16,7.64,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,219659,1.46,757.41,400802,2.67,1383.92,18.95,98863,74,7.46,9.14,11.25666667,13.33666667,15.03666667,190.8866667,28.05333333,43.835,987.91
04/08/2019 03:37:30 +0000,7.66,6.98,6.22,7.66,7.66,7.3,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,62874,0.42,218,241889,1.61,833.9,18.98,98863,74,7.46,9.14,11.25,13.33,15.02666667,190.8466667,28.05,43.70333333,987.87
04/08/2019 03:38:00 +0000,8.98,8.06,6.22,13.3,10.3,8.38,0.04,0,4.85,0.97,973.51,627.01,916.61,0.85,104574,0.7,361.67,275191,1.83,948.62,18.99,98866,74,7.45,9.14,11.25333333,13.33666667,15.03,190.79,28.055,43.72833333,987.89
04/08/2019 03:38:30 +0000,9.82,7.64,6.4,9.82,9.74,8.4,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,0,0,0.62,174110,1.16,600.8,18.94,98863,75,7.45,9.133333333,11.24666667,13.32666667,15.02333333,190.7533333,28.085,43.76833333,987.87
04/08/2019 03:39:00 +0000,8.14,7.3,6.24,8.14,8.14,7.68,0.04,0,4.85,0.96,961.76,620.58,916.61,0.85,0,0,0.62,264318,1.76,911.14,18.89,98861,75,7.45,9.13,11.24666667,13.32,15.01666667,190.6966667,28.105,43.78,987.89
04/08/2019 03:39:30 +0000,8.42,7.54,6.38,8.42,8.4,7.86,0.04,0,4.83,0.95,938.87,608.02,899.78,0.85,0,0,0.62,41035,0.27,142.61,18.8,98866,75,7.45,9.13,11.24666667,13.32,15.00666667,190.6566667,28.155,43.52333333,987.93
04/08/2019 03:40:00 +0000,8.58,7.42,6.4,8.58,8.54,7.78,0.04,0,4.83,0.95,950.22,614.25,899.78,0.85,120891,0.81,417.82,382564,2.55,1320.37,18.77,98861,75,7.45,9.126666667,11.24,13.31,14.99666667,190.6033333,28.16333333,43.48333333,987.91
04/08/2019 03:40:30 +0000,8.86,7.74,6.38,8.86,8.86,8.26,0.04,0,4.83,0.95,938.87,608.02,899.78,0.85,0,0,0.62,143012,0.95,493.89,18.73,98865,75,7.45,9.12,11.23666667,13.29666667,14.98,190.5566667,28.16,43.49,987.93
04/08/2019 03:41:00 +0000,8.02,7.52,6.26,8.02,8,7.74,0.04,0,4.83,0.95,938.87,608.02,899.78,0.85,0,0,0.62,56770,0.38,196.94,18.69,98865,75,7.44,9.12,11.23,13.29,14.96333333,190.5233333,28.16666667,43.46,987.91
04/08/2019 03:41:30 +0000,7.06,6.82,6.24,7.06,7.06,6.92,0.04,0,4.83,0.94,927.7,601.87,899.78,0.85,0,0,0.62,22832,0.15,79.69,18.64,98865,75,7.44,9.113333333,11.22,13.27666667,14.95333333,190.4866667,28.16,43.35666667,987.91
04/08/2019 03:42:00 +0000,7.24,7.14,6.4,7.24,7.24,7.18,0.05,0,4.83,0.94,927.7,601.87,899.78,0.85,86404,0.58,299.1,240731,1.6,829.91,18.58,98862,76,7.44,9.11,11.22,13.27,14.94,190.43,28.16666667,43.35666667,987.87
04/08/2019 03:43:00 +0000,8.46,7.3,6.14,8.46,8.38,7.6,0.05,0,4.83,0.94,927.7,595.82,899.78,0.85,0,0,0.62,119217,0.79,412.06,18.5,98869,76,7.44,9.11,11.22,13.26666667,14.93666667,190.3533333,28.16333333,43.47,987.91
04/08/2019 03:43:30 +0000,9.08,7.38,6.24,9.08,9.04,7.98,0.05,0,4.83,0.94,927.7,601.87,899.78,0.85,0,0,0.62,0,0,0.62,18.55,98866,76,7.44,9.11,11.21666667,13.27333333,14.95,190.3266667,28.15666667,43.62666667,987.91
04/08/2019 03:44:00 +0000,7.08,6.68,5.98,7.08,7.08,6.86,0.05,0,4.83,0.94,927.7,601.87,899.78,0.85,55859,0.37,193.79,279940,1.87,964.99,18.51,98870,76,7.433333333,9.106666667,11.21,13.29666667,14.99,190.2866667,28.14166667,43.57666667,987.95
04/08/2019 03:44:30 +0000,8.22,7.52,6.4,8.22,8.22,7.82,0.05,0,4.83,0.94,927.7,601.87,899.78,0.85,211744,1.41,730.19,494787,3.3,1714.01,18.53,98869,76,7.43,9.1,11.21,13.29,14.98333333,190.2533333,28.09666667,43.64833333,987.99
04/08/2019 03:45:00 +0000,7.92,7.52,6.5,7.92,7.92,7.74,0.05,0,4.83,0.94,927.7,601.87,899.78,0.85,65073,0.43,225.58,418451,2.79,1445.56,18.52,98875,77,7.43,9.1,11.2,13.28,14.96666667,190.2266667,28.09166667,43.56833333,988.0316667
04/08/2019 03:45:30 +0000,8.86,7.86,6.58,8.86,8.84,8.3,0.05,0,4.83,0.94,927.7,601.87,899.78,0.85,5588,0.04,19.99,199116,1.33,686.77,18.54,98876,76,7.43,9.096666667,11.19666667,13.26666667,14.95333333,190.1733333,28.04666667,43.79333333,988.01
04/08/2019 03:46:00 +0000,8.22,7.56,6.64,8.22,8.18,7.82,0.05,0,4.83,0.93,916.72,595.82,899.78,0.85,0,0,0.62,75677,0.5,262.14,18.58,98877,76,7.43,9.09,11.19,13.25333333,14.93666667,190.1066667,28.09333333,43.72833333,988.03
04/08/2019 03:46:30 +0000,7.94,7.36,6.4,7.94,7.92,7.64,0.05,0,4.8,0.92,905.92,589.85,883.34,0.84,0,0,0.62,42432,0.28,147.44,18.58,98882,76,7.43,9.09,11.19333333,13.26333333,14.94333333,190.0633333,28.05,43.61833333,988.0733333
04/08/2019 03:47:00 +0000,8.54,7.76,6.5,8.54,8.54,8.1,0.06,0,4.8,0.92,895.3,583.98,883.34,0.84,125525,0.84,433.76,174682,1.16,602.77,18.56,98879,76,7.43,9.09,11.19,13.25666667,14.93666667,190.0366667,28.04666667,43.61666667,988.0733333
04/08/2019 03:47:30 +0000,11.22,7.88,6.6,11.22,10.82,8.4,0.06,0,4.8,0.92,895.3,583.98,883.34,0.84,0,0,0.62,87284,0.58,302.13,18.52,98884,76,7.42,9.086666667,11.18333333,13.24333333,14.92,190,28.06,43.625,988.095
04/08/2019 03:48:00 +0000,8.94,8.06,6.52,8.94,8.92,8.38,0.06,0,4.8,0.91,884.85,578.18,883.34,0.84,0,0,0.62,328911,2.19,1134.17,18.47,98889,77,7.42,9.083333333,11.18,13.24666667,14.92666667,190.01,28.04666667,43.69666667,988.0316667
04/08/2019 03:48:30 +0000,9.22,7.94,6.66,9.22,9.2,8.52,0.06,0,4.8,0.91,884.85,578.18,883.34,0.84,0,0,0.62,109682,0.73,379.25,18.4,98886,77,7.42,9.09,11.18,13.29666667,15.03666667,190.02,28.03333333,43.77666667,988.1583333
04/08/2019 03:49:00 +0000,9.46,8.02,6.84,9.46,9.44,8.5,0.07,0,4.8,0.91,884.85,578.18,883.34,0.84,0,0,0.62,200489,1.34,691.49,18.37,98886,77,7.42,9.09,11.17666667,13.35,15.16,190.02,27.99833333,43.82333333,988.1383333
04/08/2019 03:49:30 +0000,9.9,8.08,6.76,9.9,9.88,8.82,0.07,0,4.78,0.9,874.57,572.48,867.26,0.83,0,0,0.62,102734,0.68,355.34,18.34,98885,77,7.42,9.09,11.18,13.35,15.15666667,190.0233333,27.93166667,44.03666667,988.1383333
04/08/2019 03:50:00 +0000,12.52,8.76,6.94,14.48,12.16,9.14,0.07,0,4.8,0.91,884.85,578.18,883.34,0.84,109623,0.73,379.05,506329,3.38,1754.9,18.3,98888,78,7.42,9.09,11.17333333,13.34,15.14333333,190.0533333,27.845,44.305,988.0733333
04/08/2019 03:51:00 +0000,9.26,8.04,6.7,9.26,9.22,8.5,0.07,0,4.8,0.91,884.85,578.18,883.34,0.84,0,0,0.62,103703,0.69,358.67,18.27,98890,78,7.42,9.09,11.17,13.32666667,15.12333333,190.11,27.70666667,44.78,988.1166667
04/08/2019 03:51:30 +0000,8.98,7.92,6.88,8.98,8.96,8.32,0.07,0,4.78,0.9,874.57,572.48,867.26,0.83,0,0,0.62,83141,0.55,287.86,18.23,98892,78,7.426666667,9.09,11.17,13.32,15.11333333,190.13,27.68333333,44.88833333,988.18
04/08/2019 03:52:00 +0000,11.38,9.32,7.08,11.38,11.36,10.16,0.07,0,4.8,0.9,874.57,572.48,883.34,0.84,0,0,0.62,103344,0.69,357.44,18.18,98888,79,7.43,9.09,11.16333333,13.31,15.1,190.1566667,27.61166667,45.14833333,988.18
04/08/2019 03:52:30 +0000,10.62,9.3,7.14,10.62,10.62,9.9,0.07,0,4.78,0.9,874.57,572.48,867.26,0.83,0,0,0.62,77856,0.52,269.65,18.21,98890,79,7.43,9.09,11.16,13.30333333,15.09,190.1866667,27.67,45.12,988.1783333
04/08/2019 03:53:00 +0000,10.7,8.68,7.26,10.7,10.62,9.38,0.07,0,4.78,0.9,864.46,566.85,867.26,0.83,0,0,0.62,41123,0.27,142.92,18.19,98889,79,7.43,9.09,11.17,13.30333333,15.08666667,190.1733333,27.69,45.04666667,988.1583333
04/08/2019 03:53:30 +0000,11.62,8.64,7.08,11.62,11.56,9.82,0.08,0,4.78,0.9,864.46,566.85,867.26,0.83,48299,0.32,167.7,549792,3.67,1909.68,18.17,98888,79,7.43,9.09,11.17,13.30666667,15.08666667,190.1733333,27.75166667,44.875,988.1566667
04/08/2019 03:54:00 +0000,10.72,9.36,7.06,10.72,10.68,9.96,0.08,0,4.78,0.89,854.51,561.31,867.26,0.83,0,0,0.62,2571,0.02,9.53,18.14,98887,79,7.43,9.09,11.17666667,13.31,15.08666667,190.1833333,27.79833333,44.92666667,988.18
04/08/2019 03:54:30 +0000,10.44,8.9,7.28,10.44,10.42,9.5,0.09,0,4.78,0.89,854.51,561.31,867.26,0.83,0,0,0.62,136590,0.91,471.81,18.12,98889,79,7.43,9.09,11.18,13.30333333,15.08,190.18,27.82833333,44.91666667,988.1566667
04/08/2019 03:55:00 +0000,10.62,9.46,6.98,10.62,10.62,9.96,0.09,0,4.78,0.89,854.51,561.31,867.26,0.83,57480,0.38,199.39,224109,1.49,772.72,18.12,98886,79,7.43,9.096666667,11.19666667,13.33666667,15.12333333,190.1666667,27.85666667,44.815,988.1783333
04/08/2019 03:55:30 +0000,11.02,8.86,7.04,11.02,10.98,9.76,0.09,0,4.78,0.89,854.51,561.31,867.26,0.83,0,0,0.62,194689,1.3,671.55,18.11,98885,79,7.43,9.1,11.19333333,13.36333333,15.16333333,190.1466667,27.86166667,44.835,988.135
04/08/2019 03:56:00 +0000,10.62,8.88,7.3,10.62,10.62,9.68,0.09,0,4.78,0.89,854.51,561.31,867.26,0.83,26428,0.18,92.13,189594,1.26,654.03,18.1,98894,79,7.43,9.1,11.2,13.36666667,15.16333333,190.13,27.89833333,44.7,988.1166667
04/08/2019 03:56:30 +0000,10.86,8.84,7.32,10.86,10.82,9.58,0.09,0,4.78,0.89,854.51,561.31,867.26,0.83,0,0,0.62,164239,1.09,566.87,18.09,98892,80,7.43,9.096666667,11.19,13.35666667,15.14666667,190.13,27.85666667,44.81333333,988.24
04/08/2019 03:57:30 +0000,9.42,8.6,7.22,9.42,9.42,8.96,0.08,0,4.8,0.9,864.46,566.85,883.34,0.84,0,0,0.62,15148,0.1,53.1,18.11,98893,80,7.43,9.1,11.20333333,13.36333333,15.15333333,190.1233333,27.805,45.12333333,988.24
04/08/2019 03:58:00 +0000,9.92,8.94,7.24,9.92,9.9,9.4,0.08,0,4.8,0.9,864.46,566.85,883.34,0.84,25042,0.17,87.33,139643,0.93,482.31,18.12,98895,79,7.43,9.1,11.21,13.36666667,15.15333333,190.1466667,27.76666667,45.09333333,988.28
04/08/2019 03:58:30 +0000,10.54,9.02,7.18,10.54,10.54,9.66,0.08,0,4.8,0.9,864.46,566.85,883.34,0.84,0,0,0.62,55690,0.37,193.21,18.12,98896,79,7.43,9.1,11.21,13.36,15.14666667,190.1633333,27.76666667,45.085,988.28
04/08/2019 03:59:00 +0000,11.52,9.96,7.22,11.52,11.5,10.56,0.07,0,4.8,0.9,874.57,572.48,883.34,0.84,0,0,0.62,188987,1.26,651.94,18.14,98903,79,7.43,9.1,11.21,13.36,15.14,190.1566667,27.75333333,45.15166667,988.34
04/08/2019 03:59:30 +0000,10.7,8.96,7.14,10.7,10.68,9.68,0.07,0,4.8,0.9,874.57,572.48,883.34,0.84,20577,0.14,71.88,332681,2.22,1147.22,18.14,98896,80,7.43,9.11,11.22,13.36333333,15.14333333,190.18,27.76833333,45.13166667,988.32
04/08/2019 04:00:00 +0000,10.7,8.76,7.06,10.7,10.64,9.4,0.07,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,77107,0.51,267.07,18.21,98900,79,7.44,9.116666667,11.23,13.51333333,15.69666667,190.1966667,27.73,45.26,988.32
04/08/2019 04:00:30 +0000,11.68,9.3,7.04,11.68,11.62,10.16,0.07,0,4.8,0.91,884.85,578.18,883.34,0.84,0,0,0.62,31813,0.21,110.74,18.25,98907,79,7.44,9.116666667,11.22666667,13.51,15.69,190.2233333,27.76166667,45.38166667,988.32
04/08/2019 04:01:00 +0000,11,9.24,7.26,11,10.92,9.84,0.07,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,42893,0.29,149.03,18.29,98913,79,7.436666667,9.116666667,11.23,13.50666667,15.68333333,190.1966667,27.785,45.27833333,988.38
04/08/2019 04:01:30 +0000,11.88,8.9,7.2,12.88,11.7,9.52,0.07,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,36635,0.24,127.41,18.28,98905,79,7.43,9.113333333,11.23,13.51,15.68,190.1733333,27.8,45.12166667,988.3
04/08/2019 04:02:00 +0000,10.26,8.86,7.08,14.56,11.58,9.4,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,96337,0.64,333.31,492492,3.28,1705.89,18.37,98913,79,7.44,9.12,11.23,13.54333333,15.84666667,190.2,27.81166667,45.12833333,988.36
04/08/2019 04:02:30 +0000,12.8,9.2,7.32,12.8,12.54,10.14,0.06,0,4.83,0.92,895.3,583.98,899.78,0.85,107222,0.71,370.78,557552,3.72,1937.46,18.41,98909,78,7.44,9.123333333,11.24,13.64666667,16.21333333,190.1966667,27.86333333,45.02666667,988.38
04/08/2019 04:03:00 +0000,11.1,9.26,6.98,11.1,11.06,10,0.06,0,4.83,0.92,895.3,583.98,899.78,0.85,0,0,0.62,100826,0.67,348.77,18.39,98911,78,7.44,9.13,11.25,13.65666667,16.22333333,190.2,27.86,45.05166667,988.38
04/08/2019 04:03:30 +0000,11.16,8.84,7.2,11.16,10.98,9.46,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,24787,0.17,86.45,18.3,98913,79,7.44,9.123333333,11.25,13.65333333,16.21333333,190.2,27.90333333,45.07,988.4
04/08/2019 04:04:00 +0000,12.34,9.86,7.18,12.34,12.32,10.78,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,57323,0.38,198.85,18.31,98911,79,7.44,9.123333333,11.24333333,13.65,16.2,190.2,27.94166667,45.00333333,988.4
04/08/2019 04:04:30 +0000,13.68,10.12,7.24,13.68,13.44,11.14,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,88335,0.59,305.75,18.36,98913,79,7.44,9.133333333,11.26666667,13.66666667,16.21666667,190.21,27.98833333,44.74333333,988.38
04/08/2019 04:05:00 +0000,13.34,9.38,7.24,14.34,13.12,10.44,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,24271,0.16,84.66,225283,1.5,776.76,18.39,98914,79,7.44,9.136666667,11.26333333,13.67,16.22,190.23,28.035,44.64333333,988.4
04/08/2019 04:05:30 +0000,10.34,9.3,7.02,10.34,10.34,9.78,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,175093,1.17,604.18,18.44,98911,79,7.44,9.14,11.27666667,13.68666667,16.24,190.2166667,28.04,44.605,988.4
04/08/2019 04:06:00 +0000,10.82,8.66,6.9,10.82,10.78,9.56,0.06,0,4.83,0.92,895.3,583.98,899.78,0.85,0,0,0.62,125290,0.84,432.95,18.49,98910,78,7.44,9.14,11.28,13.68666667,16.23666667,190.2266667,28.06166667,44.58166667,988.34
04/08/2019 04:06:30 +0000,12.1,9.52,7.26,12.1,12.02,10.36,0.06,0,4.83,0.92,895.3,583.98,899.78,0.85,0,0,0.62,370910,2.47,1279.84,18.57,98911,78,7.45,9.14,11.28,13.68,16.22333333,190.2433333,28.05333333,44.665,988.4
04/08/2019 04:07:00 +0000,10.06,8.6,7.18,10.06,10.04,9.26,0.06,0,4.83,0.92,895.3,583.98,899.78,0.85,41609,0.28,144.6,176286,1.18,608.28,18.61,98914,78,7.45,9.146666667,11.28666667,13.69333333,16.23333333,190.2666667,28.04666667,44.77666667,988.36
04/08/2019 04:07:30 +0000,11.62,8.82,7.06,11.62,11.44,9.68,0.06,0,4.8,0.91,884.85,578.18,883.34,0.84,0,0,0.62,110801,0.74,383.1,18.58,98912,78,7.45,9.15,11.29,13.69,16.23333333,190.2766667,28.02833333,44.74,988.38
04/08/2019 04:08:00 +0000,10.54,8.84,7.2,10.54,10.52,9.52,0.06,0,4.8,0.9,874.57,572.48,883.34,0.84,0,0,0.62,212906,1.42,734.18,18.52,98914,78,7.45,9.15,11.29,13.69,16.22666667,190.2933333,28.00333333,44.81666667,988.36
04/08/2019 04:08:30 +0000,10.12,9.02,7.18,10.12,10.1,9.46,0.07,0,4.8,0.9,874.57,572.48,883.34,0.84,126122,0.84,435.81,391311,2.61,1350.83,18.49,98918,78,7.45,9.15,11.29,13.68,16.21333333,190.3233333,27.98833333,44.90833333,988.36
04/08/2019 04:09:00 +0000,11.08,8.82,7.18,11.08,11.04,9.76,0.07,0,4.8,0.9,874.57,572.48,883.34,0.84,0,0,0.62,143082,0.95,494.13,18.47,98916,78,7.45,9.15,11.29,13.68,16.20666667,190.3533333,27.975,44.94,988.36
04/08/2019 04:09:30 +0000,13.4,9.44,7.06,13.48,13.06,10.58,0.07,0,4.8,0.9,864.46,566.85,883.34,0.84,0,0,0.62,28572,0.19,99.54,18.43,98920,79,7.45,9.15,11.29,13.67,16.19333333,190.3833333,27.97833333,44.92,988.4
04/08/2019 04:10:00 +0000,12.36,9.4,7.2,12.36,12.24,10.34,0.07,0,4.8,0.9,874.57,572.48,883.34,0.84,50794,0.34,176.31,446765,2.98,1544.76,18.46,98912,79,7.46,9.15,11.29,13.67,16.18666667,190.4266667,28.02,44.84666667,988.4
04/08/2019 04:10:30 +0000,9.92,8.56,7.2,9.92,9.9,9.1,0.07,0,4.83,0.9,874.57,572.48,899.78,0.85,73521,0.49,254.71,431181,2.87,1490.11,18.49,98917,78,7.46,9.15,11.29,13.66333333,16.17666667,190.4566667,28.05666667,44.78,988.36
04/08/2019 04:11:00 +0000,10.28,8.76,7.12,10.28,10.28,9.42,0.07,0,4.83,0.9,874.57,572.48,899.78,0.85,49098,0.33,170.46,469726,3.13,1625.52,18.53,98916,78,7.46,9.156666667,11.3,13.67,16.17666667,190.5066667,28.075,44.66333333,988.34
04/08/2019 04:11:30 +0000,9.82,9.12,7.24,9.82,9.82,9.42,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,0,0,0.62,234541,1.56,808.61,18.61,98917,78,7.46,9.16,11.3,13.66,16.16666667,190.5466667,28.09,44.675,988.38
04/08/2019 04:12:00 +0000,12.66,10.08,7.46,12.66,12.6,10.98,0.06,0,4.83,0.91,884.85,578.18,899.78,0.85,215719,1.44,743.86,438206,2.92,1514.73,18.68,98916,78,7.46,9.16,11.3,13.66666667,16.16666667,190.5933333,28.09166667,44.72,988.38
